,imdb_id,overview
2149718,tt0090196,"Transylvania 6-5000 Two reporters travel to a strange castle in Transylvania to investigate the apparent reappearance of Frankenstein, and encounter such kooky creatures as the sensitive Wolfman, the horny Vampiress Odette, as well as a whole cast of other weirdos."
2151884,tt0264935,"Murder by Numbers Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes."
2154226,tt0247586,Nine Queens An Argentinian crime drama revolving around a sheet of rare stamps (the Nine Queens).
2156804,tt0211443,"Jason X In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!"
2158550,tt0235737,"Salton Sea After the murder of his beloved wife, a man in search of redemption is set adrift in a world where nothing is as it seems. On his journey, he befriends slacker Jimmy ""The Finn"", becomes involved in rescuing his neighbor Colette from her own demons, and gets entangled in a web of deceit full of unexpected twists and turns."
2160532,tt0088256,"Thief of Hearts A woman trapped in a boring marriage begins an affair with a handsome man who seems able to read her mind. She doesn't know that he has broken into her house and read her diaries, where she has recorded her deepest thoughts and fantasies."
2161996,tt0077234,The Big Sleep The classic Raymond Chandler tale retold with Mitchum taking over the Bogart role.
2165570,tt0110157,"Iron Will When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race."
2167550,tt0100196,"Mountains of the Moon The story of Captain Richard Francis Burton's and Lt. John Hanning Speke's expedition to find the source of the Nile river in the name of Queen Victoria's British Empire. The film tells the story of their meeting, their friendship emerging amidst hardship, and then dissolving after their journey."
2169084,tt0102753,"Rambling Rose Rose, is taken in by the Hillyer family to serve as a 1930s housemaid so that she can avoid falling into a life of prostitution. Rose's appearence and personality is such that all men fall for her, and Rose knows it. She can't help herself from getting into trouble with men."
2171196,tt0052600,"Ballad of a Soldier During World War II, 19 year old soldier Alyosha gets a medal as a reward for a heroic act at the front. Instead of this medal he asks for a few days leave to visit his mother and repair the roof of their home. On the train eastwards he meets Shura who is on her way to her aunt. In those few days traveling together they fall in love."
2172604,tt0071216,"Big Bad Mama Mama and daughters get forced by circumstances into bootlegging and bank robbing, and travel across the country trailed by the law."
2174218,tt0050634,"The Cranes Are Flying Veronica and Boris are walking in the streets of Moscow and they love each other. Veronica is laughing, cause they are happy together this morning. They see some cranes in the sky. When arriving to Veronica's house they talk about a rendezvous at the bank of the river. And the 2nd World War begins in Moscow. Boris works in a factory and he hasn't got time to speak with Veronica. He has to go to war..."
2175990,tt0121765,"Star Wars: Episode II - Attack of the Clones Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars."
2178428,tt0062790,"The Charge of the Light Brigade A chronicle of events that led to the British involvement in the Crimean War against Russia and which led to the siege of Sevastopol and the fierce Battle of Balaclava on October 25, 1854 which climaxed with the heroic, but near-disastrous calvary charge made by the British Light Brigade against a Russian artillery battery in a small valley which resulted in the near-destruction of the brigade due to error of judgement and rash planning on part by the inept British commanders."
2180654,tt0077523,"Every Which Way But Loose Philo Beddoe is your regular, easygoing, truck-driving guy. He's also the best bar-room brawler west of the Rockies. And he lives with a 165-pound orangutan named Clyde. Like other guys, Philo finally falls in love - with a flighty singer who leads him on a screwball chase across the American Southwest. Nothing's in the way except a motorcycle gang, and legendary brawler Tank Murdock."
2182576,tt0054022,"Let's Make Love When billionaire Jean-Marc Clement learns that he is to be satirized in an off-Broadway revue, he passes himself off as an actor playing him in order to get closer to the beautiful star of the show, Amanda Dell."
2185716,tt0090570,"84 Charing Cross Road When a humorous script-reader in her New York apartment sees an ad in the Saturday Review of Literature for a bookstore in London that does mail order, she begins a very special correspondence and friendship with Frank Doel, the bookseller who works at Marks &amp; Co., 84 Charing Cross Road."
2187824,tt0105219,"Rapid Fire College student Jake Lo is pursued by smugglers, mobsters and crooked federal agents after he witnesses a murder by a Mafia kingpin."
